OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5685,2023-015AE,2026-01-27T17:03:52.798464,15.02541393,.0001106,43.0013,176.1700,259.7258,100.3460,0,U,55477,999,16473,-.37562E-4,-.711E-5,0
STARLINK-5691,2023-015AF,2026-01-27T18:38:00.926304,15.02533116,.0001343,43.0037,175.8031,265.9942,94.0746,0,U,55478,999,16474,.13473E-4,-.22E-6,0
STARLINK-5688,2023-015AG,2026-01-27T17:16:40.117728,15.02541366,.0001296,43.0029,176.2375,265.8859,94.1835,0,U,55479,999,16473,.12436E-3,.1477E-4,0
STARLINK-5690,2023-015AH,2026-01-27T05:00:17.386848,15.02538053,.0001382,43.0029,204.3354,266.7209,93.3475,0,U,55480,999,16436,.77097E-4,.838E-5,0
STARLINK-5694,2023-015AJ,2026-01-27T17:58:54.363648,15.02542870,.0001247,43.0045,201.6040,272.5028,87.5672,0,U,55481,999,16444,-.25073E-4,-.542E-5,0
STARLINK-5692,2023-015AL,2026-01-27T19:20:14.901792,15.02532711,.0001309,43.0026,201.1623,264.8902,95.1791,0,U,55483,999,16445,.65537E-4,.682E-5,0
STARLINK-5696,2023-015AM,2026-01-26T20:47:15.652896,15.02548918,.00007313,43.0003,206.1543,184.6377,175.4458,0,U,55484,999,16431,.57587157E-4,.575E-5,0
STARLINK-5695,2023-015AN,2026-01-27T19:29:49.930080,15.02554043,.0001313,43.0023,201.2110,277.4290,82.6403,0,U,55485,999,16445,.29032E-3,.3722E-4,0
STARLINK-5704,2023-015AP,2026-01-27T19:10:39.500256,15.02544691,.0001289,43.0025,201.0661,258.9712,101.0986,0,U,55486,999,16445,.36348E-5,-.155E-5,0
STARLINK-5701,2023-015AQ,2026-01-27T13:08:31.675776,15.02536043,.0000843,43.0013,202.6669,267.6584,92.4161,0,U,55487,999,16441,.3991E-4,.336E-5,0
STARLINK-5706,2023-015AR,2026-01-27T12:33:22.207680,15.02540325,.00012085,43.0020,202.4758,269.8014,90.2690,0,U,55488,999,16441,.10188014E-3,.1173E-4,0
STARLINK-5371,2023-015AS,2026-01-27T12:52:32.729952,15.02544682,.0001292,42.9994,202.5796,266.4650,93.6044,0,U,55489,999,16441,.43917E-4,.39E-5,0
STARLINK-5373,2023-015AT,2026-01-27T12:49:21.018720,15.02529803,.000118,43.0019,202.5537,257.0854,102.9856,0,U,55490,999,16441,.14996E-3,.1822E-4,0
STARLINK-5364,2023-015AU,2026-01-26T18:57:56.394720,15.02520795,.00009923,43.0026,180.4365,273.3394,86.7335,0,U,55491,999,16460,-.18137001E-3,-.2652E-4,0
STARLINK-5013,2023-015AV,2026-01-27T04:39:31.409856,15.02534455,.0001136,43.0023,204.3107,267.2201,92.8511,0,U,55492,999,16436,.26626E-4,.156E-5,0
STARLINK-5362,2023-015AW,2026-01-27T12:42:58.562208,15.02528932,.00016022,43.0026,202.5260,268.6553,91.4105,0,U,55493,999,16441,-.10163536E-3,-.1576E-4,0
STARLINK-5344,2023-015AX,2026-01-27T12:20:34.600704,15.02531907,.00017024,43.0013,202.4106,271.0060,89.0587,0,U,55494,999,16441,.53523795E-4,.519E-5,0
STARLINK-5100,2023-015AY,2026-01-26T20:13:01.763328,15.02547835,.00012218,43.0020,180.8344,262.5191,97.5513,0,U,55495,999,16460,.1101174E-3,.1285E-4,0
STARLINK-5363,2023-015BA,2026-01-27T18:41:53.869344,15.02533724,.0001418,43.0040,200.9553,272.0963,87.9717,0,U,55497,999,16445,.19676E-4,.62E-6,0
STARLINK-5365,2023-015BB,2026-01-27T12:06:11.846592,15.02541574,.00015664,43.0012,202.3381,274.1392,85.9272,0,U,55498,999,16441,-.1688516E-5,-.226E-5,0
STARLINK-5366,2023-015BC,2026-01-27T13:32:20.083776,15.02534617,.0001265,43.0027,201.9225,286.2712,73.7991,0,U,55499,999,16517,.1585E-5,-.182E-5,0
STARLINK-5141,2023-015BD,2026-01-27T18:37:06.000096,15.02538303,.0001269,43.0009,200.9313,272.6029,87.4668,0,U,55500,999,16445,-.7334E-4,-.1194E-4,0
STARLINK-5367,2023-015BE,2026-01-27T19:58:26.630688,15.02538668,.000108,43.0017,200.4905,263.9427,96.1292,0,U,55501,999,16446,.58306E-4,.584E-5,0
STARLINK-5749,2023-020A,2026-01-27T14:19:33.748032,15.02539066,.0000744,43.0017,228.2946,277.3833,82.6924,0,U,55569,999,16380,.32102E-4,.23E-5,0
STARLINK-5737,2023-020B,2026-01-27T14:22:45.382368,15.02535919,.0000961,43.0015,228.3078,262.8618,97.2115,0,U,55570,999,16273,.62728E-4,.644E-5,0
STARLINK-5739,2023-020C,2026-01-27T14:14:46.061952,15.02537003,.0000599,43.0013,228.2661,218.6721,141.4078,0,U,55571,999,16273,.63086E-4,.649E-5,0
STARLINK-5732,2023-020D,2026-01-27T14:08:22.813152,15.02537730,.0000676,43.0017,228.2346,224.9348,135.1440,0,U,55572,999,16273,.58668E-4,.589E-5,0
STARLINK-5738,2023-020E,2026-01-27T14:09:58.211712,15.02541172,.000142,43.0031,228.2426,265.8367,94.2313,0,U,55573,999,16273,.59275E-4,.597E-5,0
STARLINK-5747,2023-020F,2026-01-27T20:18:29.900160,15.02543750,.0001121,43.0028,226.7199,266.6860,93.3854,0,U,55574,999,16277,-.50024E-4,-.879E-5,0
STARLINK-5745,2023-020G,2026-01-27T20:26:29.541120,15.02537261,.0000834,43.0029,226.7649,259.9491,100.1257,0,U,55575,999,16277,-.10542E-3,-.1627E-4,0
STARLINK-5751,2023-020H,2026-01-27T19:48:52.729056,15.02538525,.0000996,43.0005,200.5807,261.9228,98.1501,0,U,55576,999,16307,-.51427E-5,-.273E-5,0
STARLINK-5752,2023-020J,2026-01-27T20:21:41.034240,15.02535119,.000116,43.0029,226.6730,268.8243,91.2467,0,U,55577,999,16277,.75504E-4,.816E-5,0
STARLINK-5754,2023-020L,2026-01-27T13:30:01.211328,15.02538009,.0000622,43.0009,228.0329,210.4964,149.5842,0,U,55579,999,16273,-.68992E-4,-.1135E-4,0
STARLINK-5757,2023-020M,2026-01-27T19:45:40.902912,15.02547281,.0001452,43.0025,200.5626,266.3505,93.7171,0,U,55580,999,16307,.47057E-4,.432E-5,0
STARLINK-5753,2023-020N,2026-01-27T20:13:43.643136,15.02526708,.0000746,43.0057,226.6989,274.2961,85.7796,0,U,55581,999,16277,-.14471E-4,-.399E-5,0
STARLINK-5741,2023-020P,2026-01-27T12:31:25.493376,15.02542232,.0000917,43.0006,215.6178,244.3962,115.6785,0,U,55582,999,16287,.24289071E-4,.125E-5,0
STARLINK-5742,2023-020Q,2026-01-27T20:04:06.892032,15.02537334,.0001406,43.0027,226.6449,269.7657,90.3024,0,U,55583,999,16277,.12302E-3,.1459E-4,0
STARLINK-5736,2023-020R,2026-01-27T20:00:55.534176,15.02555140,.000131,43.0010,226.6326,273.9947,86.0746,0,U,55584,999,16277,.24755E-3,.3144E-4,0
STARLINK-5769,2023-020S,2026-01-27T12:47:24.395136,15.02539496,.0001219,43.0031,215.7098,265.2957,94.7746,0,U,55585,999,16287,.62726E-4,.644E-5,0
STARLINK-5767,2023-020T,2026-01-27T15:02:32.912448,15.02535961,.0001273,43.0025,227.6568,256.7346,103.3354,0,U,55586,999,16274,.15492E-4,.6E-7,0
STARLINK-5727,2023-020U,2026-01-27T19:57:43.817760,15.02531701,.0001399,43.0034,226.5497,278.2535,81.8149,0,U,55587,999,16277,-.10724E-3,-.1652E-4,0
STARLINK-5728,2023-020V,2026-01-27T19:40:09.219360,15.02523879,.0001216,43.0024,226.5212,272.4118,87.6585,0,U,55588,999,16277,-.96279E-4,-.1503E-4,0
STARLINK-5697,2023-020W,2026-01-27T19:48:08.306496,15.02538614,.000121,43.0017,226.5653,272.8649,87.2055,0,U,55589,999,16277,-.58448E-4,-.993E-5,0
STARLINK-5762,2023-020X,2026-01-27T14:43:22.465344,15.02538279,.0001294,43.0024,227.5559,272.9807,87.0887,0,U,55590,999,16274,.47038E-4,.432E-5,0
STARLINK-5760,2023-020Y,2026-01-27T19:44:55.816800,15.02542607,.0001081,43.0026,226.5477,279.1660,80.9060,0,U,55591,999,16277,.99626E-4,.1143E-4,0
STARLINK-5759,2023-020Z,2026-01-27T06:38:20.388768,15.02545752,.0001219,43.0013,229.3300,260.9992,99.0712,0,U,55592,999,16269,.39466E-4,.33E-5,0
STARLINK-5703,2023-020AA,2026-01-27T14:48:09.976896,15.02539766,.0001251,43.0018,227.5831,270.2399,89.8300,0,U,55593,999,16274,-.81005E-4,-.1298E-4,0
STARLINK-5750,2023-020AB,2026-01-27T14:32:10.969728,15.02538844,.0001282,43.0024,227.5034,266.8626,93.2070,0,U,55594,999,16274,-.54134E-4,-.935E-5,0
STARLINK-5729,2023-020AD,2026-01-27T14:28:58.916352,15.02537020,.0000955,43.0018,227.4809,269.8453,90.2280,0,U,55596,999,16274,-.37578E-5,-.254E-5,0
STARLINK-5743,2023-020AE,2026-01-27T12:42:37.074528,15.02543848,.00012408,43.0033,215.6850,269.4353,90.6347,0,U,55597,999,16287,.2987909E-4,.2E-5,0
STARLINK-5756,2023-020AF,2026-01-27T12:56:59.273952,15.02540015,.0001585,42.9997,215.7255,261.2182,98.8481,0,U,55598,999,16287,.17873E-5,-.18E-5,0
STARLINK-5761,2023-020AG,2026-01-27T12:52:12.775872,15.02544135,.000121,43.0026,215.7044,271.6859,88.3845,0,U,55599,999,16287,.99291E-4,.1138E-4,0
STARLINK-5755,2023-020AH,2026-01-27T18:57:32.016960,15.02538028,.0000976,43.0019,214.1860,256.7806,103.2927,0,U,55600,999,16291,.44238E-4,.394E-5,0
STARLINK-5744,2023-020AJ,2026-01-27T14:24:11.458368,15.02538692,.0001375,43.0028,227.4562,268.2052,91.8633,0,U,55601,999,16274,-.58831E-4,-.998E-5,0
STARLINK-5764,2023-020AK,2026-01-26T14:28:49.504800,15.02519660,.0000847,43.0017,220.7459,256.7660,103.3088,0,U,55602,999,16273,.16249E-3,.1991E-4,0
STARLINK-5735,2023-020AL,2026-01-27T12:39:25.372800,15.02537141,.00008588,43.0027,215.6587,279.3128,80.7617,0,U,55603,999,16287,-.1100044E-5,-.218E-5,0
STARLINK-5748,2023-020AM,2026-01-27T11:55:03.258336,15.02529264,.00011619,43.0013,202.4146,274.3841,85.6869,0,U,55604,999,16302,.27376269E-3,.3496E-4,0
STARLINK-5725,2023-020AN,2026-01-27T18:55:56.263296,15.02546272,.0000883,43.0014,214.1724,262.0225,98.0517,0,U,55605,999,16291,-.14349E-5,-.223E-5,0
STARLINK-5700,2023-020AQ,2026-01-27T06:00:32.824224,15.02525288,.0001225,43.0022,217.0188,264.5336,95.5367,0,U,55607,999,16283,.17859E-3,.2209E-4,0
STARLINK-5726,2023-020AR,2026-01-27T13:55:58.126368,15.02540319,.0001306,43.0020,215.1947,271.3138,88.7555,0,U,55608,999,16288,-.36343E-4,-.695E-5,0
STARLINK-5719,2023-020AS,2026-01-27T14:03:57.647232,15.02539061,.0001218,43.0029,215.2357,263.5951,96.4752,0,U,55609,999,16288,-.50513E-4,-.886E-5,0
STARLINK-5722,2023-020AT,2026-01-27T18:31:56.307072,15.02548529,.0001082,43.0014,214.0532,256.8664,103.2057,0,U,55610,999,16291,.1075E-3,.1249E-4,0
STARLINK-5730,2023-020AU,2026-01-27T12:05:50.910144,15.02539528,.00010833,43.0021,215.4819,270.3468,89.7250,0,U,55611,999,16287,.68832271E-4,.726E-5,0
STARLINK-5734,2023-020AV,2026-01-26T13:44:03.424704,15.02549395,.0001028,43.0023,220.5302,271.8436,88.2288,0,U,55612,999,16273,.68144E-4,.717E-5,0
STARLINK-5714,2023-020AX,2026-01-27T04:12:22.063104,15.02542124,.00014455,43.0030,204.2584,265.9885,94.0793,0,U,55614,999,16297,.35614174E-4,.278E-5,0
STARLINK-5712,2023-020AY,2026-01-27T13:35:11.250816,15.02541681,.0001548,43.0025,215.0860,274.7948,85.2718,0,U,55615,999,16288,-.28352E-4,-.587E-5,0
STARLINK-5710,2023-020AZ,2026-01-27T19:45:18.279936,15.02525227,.0001306,43.0016,213.5748,279.0483,81.0212,0,U,55616,999,16292,.88661E-4,.994E-5,0
STARLINK-5721,2023-020BA,2026-01-27T13:30:23.124960,15.02576541,.0001149,43.0019,215.0594,267.6417,92.4293,0,U,55617,999,16288,-.59198E-3,-.82E-4,0
STARLINK-5717,2023-020BB,2026-01-27T19:43:43.100832,15.02540005,.000164,43.0035,213.5668,267.5368,92.5287,0,U,55618,999,16292,-.89333E-4,-.141E-4,0
STARLINK-5720,2023-020BC,2026-01-27T13:15:59.752224,15.02546761,.0000964,43.0050,214.9868,251.1284,108.9454,0,U,55619,999,16288,.94458E-4,.1073E-4,0
STARLINK-5718,2023-020BD,2026-01-27T13:11:13.015680,15.02542454,.0001356,43.0022,214.9589,264.7519,95.3168,0,U,55620,999,16288,.11633E-3,.1368E-4,0
STARLINK-5709,2023-020BE,2026-01-27T13:27:11.597760,15.02548453,.0000991,43.0033,215.0449,264.3214,95.7515,0,U,55621,999,16288,.18756E-4,.5E-6,0
STARLINK-5702,2023-020BF,2026-01-27T19:30:55.766880,15.02532301,.0001308,43.0030,213.5025,268.4634,91.6058,0,U,55622,999,16292,.24379E-4,.126E-5,0
STARLINK-5698,2023-020BG,2026-01-27T05:02:58.545312,15.02610388,.0000923,43.0021,216.7176,265.1961,94.8776,0,U,55623,999,16283,-.11355E-2,-.15539E-3,0
STARLINK-5484,2023-021A,2026-01-27T17:59:11.112288,14.98326553,.0003446,70.0001,307.7613,260.7268,99.3501,0,U,55628,999,16216,-.17649E-3,-.2198E-4,0
STARLINK-5497,2023-021B,2026-01-27T18:05:11.008896,14.98344194,.0002257,70.0021,307.7821,276.6815,83.4087,0,U,55629,999,16216,.63482E-4,.665E-5,0
STARLINK-5303,2023-021C,2026-01-27T17:53:09.485088,14.98326898,.0002766,70.0008,307.7523,269.4306,90.6536,0,U,55630,999,16216,.23682E-3,.2734E-4,0
STARLINK-5558,2023-021D,2026-01-27T02:51:53.141184,14.98330301,.00029182,70.0025,309.1783,265.2386,94.8440,0,U,55631,999,16207,.18221055E-3,.2082E-4,0
STARLINK-5546,2023-021E,2026-01-27T03:15:55.497600,14.98337389,.0002889,70.0009,309.2368,270.1444,89.9384,0,U,55632,999,16207,.22966225E-4,.181E-5,0
STARLINK-5498,2023-021F,2026-01-27T17:35:07.638720,14.98333407,.0002619,70.0008,307.7053,273.8500,86.2360,0,U,55633,999,16216,.12885E-4,.61E-6,0
STARLINK-5500,2023-021G,2026-01-27T03:16:10.226208,14.98327885,.00025682,70.0024,309.2356,266.8992,93.1873,0,U,55634,999,16206,.23563345E-4,.188E-5,0
STARLINK-5495,2023-021H,2026-01-27T17:10:45.697152,14.98331717,.0002923,69.9991,287.7829,270.9986,89.0838,0,U,55635,999,16265,.86655E-4,.941E-5,0
STARLINK-5218,2023-021J,2026-01-27T17:23:06.300672,14.98330225,.0002906,70.0014,307.6759,267.9016,92.1811,0,U,55636,999,16216,-.69013E-4,-.916E-5,0
STARLINK-5062,2023-021K,2026-01-27T11:10:16.079232,14.98328703,.00029903,69.9992,288.5087,266.4629,93.6188,0,U,55637,999,16261,.49673544E-4,.5E-5,0
STARLINK-5507,2023-021L,2026-01-27T17:29:06.973152,14.98334841,.0002855,70.0014,307.6913,270.0438,90.0394,0,U,55638,999,16216,.90787E-4,.991E-5,0
STARLINK-5508,2023-021M,2026-01-27T17:05:12.856704,14.98128306,.0001839,69.9986,287.7631,284.8371,75.2584,0,U,55639,999,16265,-.23527E-2,-.27906E-3,0
STARLINK-5069,2023-021N,2026-01-27T16:58:44.453280,14.98330403,.0003126,69.9976,287.7465,270.9839,89.0962,0,U,55640,999,16265,.46538E-4,.462E-5,0
STARLINK-5065,2023-021P,2026-01-27T19:16:57.071712,14.98333966,.0002622,70.0003,287.6785,269.6027,90.4832,0,U,55641,999,16266,.85602E-4,.929E-5,0
STARLINK-5483,2023-021R,2026-01-27T16:16:41.956032,14.98332484,.0002941,70.0006,288.0422,270.3085,89.7737,0,U,55643,999,16264,-.12231E-4,-.239E-5,0
STARLINK-5502,2023-021S,2026-01-27T17:22:46.914240,14.98332578,.0002909,69.9991,287.8082,271.6486,88.4340,0,U,55644,999,16265,.43907E-4,.431E-5,0
STARLINK-5510,2023-021V,2026-01-27T10:10:09.524640,14.98333076,.00028925,69.9991,288.3613,269.8414,90.2413,0,U,55647,999,16261,.83765685E-4,.907E-5,0
STARLINK-5501,2023-021W,2026-01-27T17:16:46.200288,14.98333598,.0002958,69.9992,287.7931,272.3722,87.7099,0,U,55648,999,16265,.24977E-4,.205E-5,0
STARLINK-5469,2023-021X,2026-01-27T16:46:43.039200,14.98332140,.0002747,70.0024,287.7170,270.7665,89.3180,0,U,55649,999,16265,.1134E-3,.126E-4,0
STARLINK-5494,2023-021Y,2026-01-27T17:04:45.047136,14.98332700,.0003129,69.9991,287.7617,271.6736,88.4064,0,U,55650,999,16265,.51091E-4,.517E-5,0
STARLINK-5506,2023-021Z,2026-01-27T17:28:47.415648,14.98331916,.0001459,69.9997,287.8211,280.6483,79.4512,0,U,55651,999,16265,.14267E-3,.161E-4,0
STARLINK-5487,2023-021AA,2026-01-27T16:52:43.652928,14.98329328,.000299,70.0027,287.7347,273.1378,86.9439,0,U,55652,999,16265,.54666E-4,.559E-5,0
STARLINK-5067,2023-021AB,2026-01-27T16:28:41.075328,14.98331287,.0003092,70.0009,287.6711,266.9433,93.1372,0,U,55653,999,16265,.73303E-4,.782E-5,0
STARLINK-5070,2023-021AC,2026-01-27T16:10:40.062720,14.98343277,.0003261,69.9988,288.0325,276.1041,83.9746,0,U,55654,999,16264,.12807E-3,.1436E-4,0
STARLINK-5267,2023-021AD,2026-01-27T15:28:17.558688,14.98333475,.0003033,69.9984,268.0553,267.9685,92.1127,0,U,55655,999,16312,.1173E-3,.1307E-4,0
STARLINK-5328,2023-021AF,2026-01-27T17:16:40.974816,14.98295301,.0001447,70.0172,267.9259,279.2764,80.8231,0,U,55657,999,16314,.41703E-2,.49975E-3,0
STARLINK-5307,2023-021AG,2026-01-27T10:16:10.032096,14.98329898,.00033716,69.9995,288.3794,262.5193,97.5583,0,U,55658,999,16261,.8296858E-5,.6E-7,0
STARLINK-5477,2023-021AH,2026-01-27T18:46:40.280160,14.98166705,.0002747,69.9995,267.7446,295.0922,64.9952,0,U,55659,999,16314,.18559E-2,.22027E-3,0
STARLINK-5467,2023-021AJ,2026-01-27T15:58:18.704928,14.98330650,.0002997,69.9958,267.7336,268.8895,91.1921,0,U,55660,999,16314,.75966E-5,-.2E-7,0
STARLINK-5475,2023-021AK,2026-01-27T08:45:44.000640,14.98315257,.00028841,69.9987,268.6868,268.6451,91.4377,0,U,55661,999,16309,.17586239E-3,.2005E-4,0
STARLINK-5479,2023-021AL,2026-01-27T15:22:16.105152,14.97522422,.0002905,69.9984,267.6587,273.3854,86.6973,0,U,55662,999,16314,.48557E-4,.475E-5,0
STARLINK-5473,2023-021AM,2026-01-27T02:09:23.732928,14.98199829,.0002043,69.9966,269.3285,298.4506,61.6447,0,U,55663,999,16304,-.13684697E-2,-.16328E-3,0
STARLINK-5480,2023-021AN,2026-01-27T02:33:19.783008,14.98311040,.00055934,69.9993,269.3884,233.6875,126.3768,0,U,55664,999,16305,.11392192E-3,.1266E-4,0
STARLINK-5474,2023-021AP,2026-01-27T14:52:13.618848,14.98333957,.0002852,69.9994,267.9693,272.9891,87.0942,0,U,55665,999,16312,-.19799E-4,-.329E-5,0
STARLINK-5456,2023-021AR,2026-01-27T16:10:19.826976,14.98331896,.0002774,69.9958,267.7553,267.3250,92.7591,0,U,55667,999,16314,.56227E-4,.578E-5,0
STARLINK-5455,2023-021AS,2026-01-27T02:27:39.156192,14.98045033,.00022121,69.9979,269.3731,289.3218,70.7702,0,U,55668,999,16304,-.30197492E-2,-.35676E-3,0
STARLINK-5459,2023-021AT,2026-01-27T02:14:53.704032,14.98586136,.000425,70.0122,269.3470,303.7847,56.2907,0,U,55669,999,16304,.20741E-2,.2491E-3,0
STARLINK-5423,2023-021AU,2026-01-27T14:46:27.057216,14.98205487,.0002889,70.0045,267.9576,263.2737,96.8093,0,U,55670,999,16313,.11899E-3,.1323E-4,0
STARLINK-5460,2023-021AV,2026-01-27T01:27:20.334528,14.98355400,.00029994,69.9989,269.6196,265.7690,94.3126,0,U,55671,999,16304,.26086332E-3,.3023E-4,0
STARLINK-5463,2023-021AX,2026-01-27T09:51:48.831840,14.98327243,.0002721,69.9993,268.4413,271.6545,88.4302,0,U,55673,999,16310,-.42951772E-4,-.605E-5,0
STARLINK-5462,2023-021AY,2026-01-27T16:04:19.556256,14.98336846,.0005196,70.0017,267.7395,283.9718,76.0863,0,U,55674,999,16314,.78672E-3,.931E-4,0
STARLINK-5232,2023-021AZ,2026-01-27T09:27:47.305728,14.98310758,.0003184,70.0062,268.3862,275.1882,84.8914,0,U,55675,999,16310,-.856175E-5,-.195E-5,0
STARLINK-5300,2023-021BA,2026-01-27T08:15:35.255520,14.98324329,.00027025,69.9990,248.7376,269.6951,90.3899,0,U,55676,999,16358,.46474204E-3,.5456E-4,0
STARLINK-5324,2023-021BB,2026-01-27T14:21:51.725376,14.98334706,.0002708,69.9967,248.0171,262.2605,97.8246,0,U,55677,999,16362,.10071E-3,.1109E-4,0
STARLINK-5592,2023-028A,2026-01-27T06:34:54.161472,14.98333108,.0001456,70.0045,348.9928,282.6897,77.4099,0,U,55741,999,16002,.11421E-3,.127E-4,0
STARLINK-5594,2023-028B,2026-01-27T14:41:34.428192,14.98338024,.0002116,70.0031,348.1674,274.8810,85.2107,0,U,55742,999,15988,-.38623E-3,-.4699E-4,0
STARLINK-5602,2023-028C,2026-01-27T06:46:54.105888,14.98333878,.0002918,70.0028,349.0231,278.3363,81.7465,0,U,55743,999,15983,.21708E-3,.2498E-4,0
STARLINK-5601,2023-028D,2026-01-27T16:00:03.000096,14.98286433,.0003076,70.0021,348.0290,260.9108,32.2294,0,U,55744,999,576,.3256E-2,.3893E-3,0
STARLINK-5579,2023-028F,2026-01-27T20:24:01.593216,14.98332451,.000242,70.0012,347.3922,276.5494,83.5389,0,U,55746,999,15992,.13789E-3,.1553E-4,0
STARLINK-5539,2023-028G,2026-01-27T06:22:51.937824,14.98329084,.0002001,70.0032,348.9649,278.2251,81.8681,0,U,55747,999,15983,.11916E-3,.1329E-4,0
STARLINK-5580,2023-028H,2026-01-27T14:17:31.187040,14.98341443,.0002521,70.0039,348.1091,267.4295,92.6576,0,U,55748,999,15988,-.1442E-3,-.1813E-4,0
STARLINK-5573,2023-028K,2026-01-27T20:36:02.785248,14.98319027,.0002837,70.0014,347.4208,276.5430,83.5406,0,U,55750,999,15992,.25373E-3,.2935E-4,0
STARLINK-5577,2023-028L,2026-01-27T14:29:32.949312,14.98348484,.0001396,70.0055,348.1382,270.3279,89.7720,0,U,55751,999,15988,-.45233E-3,-.5488E-4,0
STARLINK-5613,2023-028M,2026-01-27T15:11:34.867680,14.98329659,.0002817,70.0013,347.8372,269.9778,90.1058,0,U,55752,999,15989,.69476E-4,.736E-5,0
STARLINK-5617,2023-028N,2026-01-27T20:24:18.213984,14.98281142,.000474,70.0012,347.3896,266.5785,93.4832,0,U,55753,999,15992,-.6362E-3,-.7667E-4,0
STARLINK-5612,2023-028P,2026-01-27T07:22:55.869312,14.98339543,.0002969,70.0010,348.7069,273.0799,87.0020,0,U,55754,999,15984,.87067E-5,.11E-6,0
STARLINK-5619,2023-028Q,2026-01-27T13:49:01.611840,16.06151873,.00046941,69.9959,336.2839,232.2380,127.8409,0,U,55755,999,16017,.16559572E-2,.1205987E-1,.85324316E-3
STARLINK-5614,2023-028R,2026-01-27T06:58:53.542272,14.98333906,.0002765,70.0014,348.6497,265.5828,94.5016,0,U,55756,999,15984,-.70033E-4,-.929E-5,0
STARLINK-5544,2023-028S,2026-01-27T20:18:01.174752,14.98331448,.0002833,70.0026,347.3759,276.1253,83.9583,0,U,55757,999,15992,.22902E-4,.18E-5,0
STARLINK-5072,2023-028T,2026-01-27T20:05:59.820288,14.98333379,.0002996,70.0008,347.3458,268.9483,91.1332,0,U,55758,999,15992,-.83823E-4,-.1093E-4,0
STARLINK-5532,2023-028V,2026-01-27T06:52:52.644288,14.98338304,.0002708,70.0016,348.6357,273.9737,86.1113,0,U,55760,999,15984,.51187E-4,.518E-5,0
STARLINK-5611,2023-028W,2026-01-27T12:46:38.148672,14.98825098,.0003162,70.0004,328.4122,325.2863,34.8089,0,U,55761,999,16036,.54418E-2,.66301E-3,0
STARLINK-5603,2023-028X,2026-01-27T18:53:34.983744,14.98340782,.0001557,70.0063,327.6929,251.0567,109.0423,0,U,55762,999,16040,.33127E-3,.3863E-4,0
STARLINK-5593,2023-028Y,2026-01-27T05:28:45.830208,14.98329116,.0002696,70.0011,348.8313,269.3480,90.7370,0,U,55763,999,15983,-.23359E-4,-.372E-5,0
STARLINK-5499,2023-028Z,2026-01-27T18:59:35.257920,14.98337143,.000286,70.0020,327.7082,253.1581,106.9264,0,U,55764,999,16040,.23428E-4,.187E-5,0
STARLINK-5595,2023-028AA,2026-01-27T06:16:32.978784,14.98320063,.0002415,70.0042,329.0695,320.9139,39.1845,0,U,55765,999,16032,-.56004E-5,-.16E-5,0
STARLINK-5599,2023-028AB,2026-01-27T18:29:32.594496,14.98336472,.0002916,70.0016,327.6344,268.9870,91.0955,0,U,55766,999,16040,.13205E-4,.65E-6,0
STARLINK-5606,2023-028AC,2026-01-27T19:11:47.031360,14.98303699,.0002941,70.0007,327.7397,269.2514,90.8308,0,U,55767,999,16038,.19728E-3,.226E-4,0
STARLINK-5584,2023-028AE,2026-01-27T05:52:29.119008,14.98332238,.0002904,70.0022,329.0103,268.3606,91.7221,0,U,55769,999,16032,.19969E-3,.2291E-4,0
STARLINK-5557,2023-028AF,2026-01-27T20:11:41.018208,14.98330245,.0002491,70.0015,327.4819,265.6618,94.4257,0,U,55770,999,16041,.13897E-3,.1566E-4,0
STARLINK-5591,2023-028AG,2026-01-27T13:35:07.502784,14.98334971,.0002858,70.0019,328.1230,271.8718,88.2114,0,U,55771,999,16037,.27757E-4,.238E-5,0
STARLINK-5835,2023-028AH,2026-01-27T03:34:30.743616,14.98346022,.00024623,70.0025,329.0780,270.8769,89.2108,0,U,55772,999,16031,-.28350869E-3,-.3475E-4,0
STARLINK-5833,2023-028AJ,2026-01-27T05:58:29.680896,14.98331995,.0003003,70.0020,329.0213,269.7802,90.3013,0,U,55773,999,16032,.126E-3,.1411E-4,0
STARLINK-5812,2023-028AK,2026-01-27T05:28:26.640768,14.98328663,.0002777,70.0023,328.9514,263.6806,96.4037,0,U,55774,999,16032,.26113E-4,.219E-5,0
STARLINK-5809,2023-028AL,2026-01-27T13:23:07.212768,14.98327648,.0002508,70.0013,328.0949,276.6895,83.3979,0,U,55775,999,16037,-.47041E-5,-.149E-5,0
STARLINK-5814,2023-028AN,2026-01-27T03:34:17.068224,14.98331992,.00020571,70.0047,329.0727,304.5230,55.5735,0,U,55777,999,16031,-.10114173E-3,-.1299E-4,0
STARLINK-5816,2023-028AP,2026-01-27T13:05:05.145216,14.98327618,.0001895,70.0058,328.0500,328.1999,31.9045,0,U,55778,999,16037,-.61888E-4,-.831E-5,0
