OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1433,2020-035BG,2026-01-27T20:00:01.999008,15.44595498,.0001118,53.0537,217.3118,87.5981,342.9449,0,U,45711,999,572,.24054E-1,.12571E-1,0
STARLINK-1434,2020-035BH,2026-01-27T12:42:40.051008,15.22014561,.0003592,53.0520,210.0452,96.3411,263.7994,0,U,45712,999,31311,.38557E-2,.89984E-3,0
STARLINK-1465,2020-038B,2026-01-27T20:00:01.999008,15.35214276,.000134,53.0543,58.0464,66.5741,167.8368,0,U,45731,999,571,.423E-1,.1614142E-1,0
STARLINK-1471,2020-038F,2026-01-27T02:48:34.868736,15.45410062,.00032214,53.0506,340.7488,93.7949,266.3425,0,U,45735,999,31109,.67085964E-3,.32302E-3,0
STARLINK-1474,2020-038J,2026-01-27T20:00:01.999008,15.92834379,.000548,53.0263,272.5978,174.7463,30.5131,0,U,45738,999,594,.72019E-3,.252703E-2,.35303E-4
STARLINK-1480,2020-038M,2026-01-27T20:00:01.999008,15.40949047,.0007701,53.0543,51.7761,33.2957,266.1591,0,U,45741,999,590,.2744E-2,.116139E-2,0
STARLINK-1500,2020-038Q,2026-01-27T05:30:31.615776,15.32374775,.000415,53.0385,26.8762,91.9694,268.1781,0,U,45744,999,31045,.10611E-2,.33422E-3,0
STARLINK-1504,2020-038S,2026-01-27T20:27:23.873760,15.50308401,.0004513,53.0259,338.7717,77.4856,282.6656,0,U,45746,999,31117,.70272E-3,.40257E-3,0
STARLINK-1506,2020-038T,2026-01-27T17:08:10.145184,15.24818340,.0004704,53.0799,31.7120,99.1858,260.9671,0,U,45747,999,31043,.71943E-3,.17796E-3,0
STARLINK-1464,2020-038X,2026-01-27T20:00:01.999008,15.35973968,.0001257,53.0632,38.1782,88.5558,166.1900,0,U,45751,999,582,.28303E-1,.1100353E-1,0
STARLINK-1477,2020-038AA,2026-01-27T08:23:37.175712,15.11686578,.00009986,53.0517,40.4874,260.0590,100.0289,0,U,45754,999,31027,.28058072E-2,.48339E-3,0
STARLINK-1478,2020-038AB,2026-01-27T20:00:01.999008,15.46181929,.0003486,53.0547,34.1881,70.4510,241.4140,0,U,45755,999,583,.30921E-2,.156994E-2,0
STARLINK-1484,2020-038AC,2026-01-27T20:00:01.999008,15.81254253,.0004215,53.0067,264.8711,153.3606,87.0430,0,U,45756,999,575,.76966E-3,.156826E-2,0
STARLINK-1493,2020-038AF,2026-01-27T20:00:01.999008,15.29818861,.0000941,53.0536,38.7179,78.0717,142.0926,0,U,45759,999,581,.54985E-1,.1792939E-1,0
STARLINK-1494,2020-038AG,2026-01-27T04:15:45.062496,15.66258759,.0001985,53.0526,356.7992,105.5268,254.5966,0,U,45760,999,31087,.88246E-3,.93357E-3,0
STARLINK-1502,2020-038AL,2026-01-27T20:00:01.999008,15.22826335,.0001215,53.0556,39.1607,93.5606,80.7322,0,U,45764,999,582,.30587E-1,.783174E-2,0
STARLINK-1470,2020-038AU,2026-01-27T05:15:16.689888,15.24334058,.0000789,53.0483,6.2398,114.6805,245.4274,0,U,45772,999,31074,.66659E-3,.16219E-3,0
STARLINK-1482,2020-038AV,2026-01-27T20:00:01.999008,15.11614157,.0000862,53.0758,19.9675,98.6760,210.2255,0,U,45773,999,571,.65789E-1,.1219592E-1,0
STARLINK-1496,2020-038BC,2026-01-27T20:00:01.999008,15.40568286,.0006952,53.0558,12.2296,61.7114,67.6867,0,U,45780,999,574,.37589E-2,.158082E-2,0
STARLINK-1497,2020-038BD,2026-01-27T20:00:01.999008,15.95951043,.0007151,53.0271,284.8473,143.9884,179.8424,0,U,45781,999,602,.11756E-2,.490615E-2,.10966E-3
STARLINK-1513,2020-038BJ,2026-01-27T20:00:01.999008,15.09025922,.0001366,53.0640,20.0174,95.2321,207.0909,0,U,45786,999,581,.81954E-1,.1434694E-1,0
STARLINK-1522,2020-055A,2026-01-27T18:13:57.914112,15.06382077,.0001981,53.0576,310.3615,86.1692,273.9524,0,U,46027,999,30271,.18999E-3,.2548E-4,0
STARLINK-1523,2020-055B,2026-01-27T18:35:12.302016,15.06379756,.0001426,53.0543,310.2961,80.7563,279.3587,0,U,46028,999,30273,-.69274E-4,-.1313E-4,0
STARLINK-1526,2020-055C,2026-01-27T02:29:10.313376,15.06402713,.00013837,53.0543,313.3041,87.8973,272.2175,0,U,46029,999,30262,.1918219E-3,.2577E-4,0
STARLINK-1555,2020-055F,2026-01-26T21:21:19.736064,15.06406806,.00012188,53.0540,314.2637,82.2989,277.8138,0,U,46032,999,30259,.16727859E-2,.24727E-3,0
STARLINK-1556,2020-055G,2026-01-27T19:12:21.203424,15.06381480,.0000977,53.0551,310.1778,357.6962,2.4022,0,U,46033,999,30270,-.76207E-4,-.1416E-4,0
STARLINK-1557,2020-055H,2026-01-27T19:17:38.987808,15.06374740,.0001694,53.0559,310.1590,136.8954,223.2167,0,U,46034,999,30270,.68201E-3,.9885E-4,0
STARLINK-1558,2020-055J,2026-01-27T11:30:33.984864,15.06396475,.00014832,53.0540,311.6185,88.4381,271.6778,0,U,46035,999,30268,.20889769E-3,.2831E-4,0
STARLINK-1560,2020-055K,2026-01-27T19:07:01.812000,15.06401761,.0001839,53.0543,310.1943,88.3808,271.7391,0,U,46036,999,30273,.12849E-2,.1891E-3,0
STARLINK-1567,2020-055M,2026-01-27T19:22:59.251872,15.06384468,.0001313,53.0551,310.1466,85.3295,274.7844,0,U,46038,999,30272,.56488E-3,.8139E-4,0
STARLINK-1569,2020-055N,2026-01-27T17:58:02.588448,15.06399844,.0001302,53.0483,310.4050,43.5752,316.5339,0,U,46039,999,30271,.88464E-3,.1292E-3,0
STARLINK-1582,2020-055S,2026-01-27T02:13:14.805408,15.06400564,.00007783,53.0498,313.3528,70.8772,289.2301,0,U,46043,999,30261,.14613223E-3,.1896E-4,0
STARLINK-1591,2020-055U,2026-01-27T01:14:51.991296,15.06407572,.00017395,53.0550,313.5428,65.2928,294.8242,0,U,46045,999,30259,.28147534E-3,.3914E-4,0
STARLINK-1524,2020-055W,2026-01-27T01:42:43.845984,15.06409939,.00017488,53.0568,303.4501,85.4862,274.6327,0,U,46047,999,30275,.39366818E-3,.5588E-4,0
STARLINK-1527,2020-055X,2026-01-27T01:37:24.823488,15.06414936,.00015253,53.0548,303.4692,101.3191,258.7970,0,U,46048,999,30273,.37844228E-3,.5362E-4,0
STARLINK-1540,2020-055AA,2026-01-26T23:14:06.363744,15.06408932,.00013746,53.0549,303.9063,139.4714,220.6378,0,U,46051,999,30275,.49267947E-3,.7066E-4,0
STARLINK-1541,2020-055AB,2026-01-27T17:59:22.053120,15.06395710,.000283,53.0514,300.4058,76.5365,283.5939,0,U,46052,999,30283,.13638E-3,.175E-4,0
STARLINK-1543,2020-055AC,2026-01-27T18:04:39.517824,15.06407550,.0001012,53.0555,300.3892,90.5080,269.6025,0,U,46053,999,30286,.14479E-3,.1876E-4,0
STARLINK-1548,2020-055AD,2026-01-27T18:15:17.252640,15.06407383,.0000541,53.0536,300.3555,64.0959,296.0085,0,U,46054,999,30286,.45058E-3,.6438E-4,0
STARLINK-1554,2020-055AE,2026-01-27T17:54:03.336480,15.06420079,.0003438,53.0528,300.4205,92.4599,267.6783,0,U,46055,999,30286,.71368E-3,.10371E-3,0
STARLINK-1564,2020-055AH,2026-01-27T18:10:04.132992,15.06389020,.0001393,53.0536,300.8359,66.9091,293.2044,0,U,46058,999,30285,.82676E-4,.95E-5,0
STARLINK-1570,2020-055AJ,2026-01-27T18:52:27.456960,15.06386278,.000205,53.0590,300.2418,101.6590,258.4629,0,U,46059,999,30282,-.25172E-4,-.656E-5,0
STARLINK-1572,2020-055AK,2026-01-27T18:47:08.852640,15.06376692,.0001662,53.0538,300.2550,120.9799,239.1353,0,U,46060,999,30283,-.81062E-3,-.12328E-3,0
STARLINK-1573,2020-055AL,2026-01-27T18:41:50.464320,15.06388165,.0001444,53.0527,300.3126,76.4429,283.6721,0,U,46061,999,30286,-.2659E-4,-.677E-5,0
STARLINK-1577,2020-055AN,2026-01-27T01:48:01.932768,15.06407609,.00009537,53.0541,303.4321,103.0586,257.0510,0,U,46063,999,30275,.25450224E-3,.3512E-4,0
STARLINK-1583,2020-055AP,2026-01-26T18:38:06.894816,15.06413127,.00015351,53.0554,304.7743,78.4488,281.6673,0,U,46064,999,30271,.75873808E-3,.11042E-3,0
STARLINK-1525,2020-055AR,2026-01-26T16:59:55.950144,15.06406992,.00017254,53.0534,285.0793,81.9226,278.1959,0,U,46066,999,30297,.19864016E-3,.2679E-4,0
STARLINK-1536,2020-055AV,2026-01-27T16:21:10.255680,15.06406067,.0001678,53.0531,280.7101,92.4569,267.6612,0,U,46070,999,30313,.21043E-3,.2855E-4,0
STARLINK-1542,2020-055AY,2026-01-27T16:10:33.754656,15.06397437,.0001271,53.0525,280.7455,101.0091,259.1041,0,U,46073,999,30312,.55343E-3,.7971E-4,0
STARLINK-1549,2020-055AZ,2026-01-27T17:24:52.047360,15.06393080,.0001654,53.0542,280.5113,86.5402,273.5776,0,U,46074,999,30312,.11392E-4,-.112E-5,0
STARLINK-1551,2020-055BA,2026-01-25T18:15:50.766336,15.06397718,.00007959,53.0558,289.3317,87.5759,272.5321,0,U,46075,999,30283,.92059099E-4,.109E-4,0
STARLINK-1552,2020-055BB,2026-01-27T17:03:38.250432,15.06414684,.0000344,53.0571,280.5782,51.3094,308.7926,0,U,46076,999,30311,.71278E-3,.10356E-3,0
STARLINK-1559,2020-055BC,2026-01-27T17:36:11.793312,15.25343566,.0002636,53.0251,263.9974,146.6527,213.4637,0,U,46077,999,30332,.20089E-2,.51335E-3,0
STARLINK-1566,2020-055BE,2026-01-27T09:32:28.258656,15.06395699,.00010973,53.0539,281.9862,80.1743,279.9370,0,U,46079,999,30308,.12407447E-3,.1567E-4,0
STARLINK-1568,2020-055BF,2026-01-26T21:15:24.696000,15.42900245,.00028448,53.0622,231.8607,77.0725,283.0598,0,U,46080,999,30373,.89577575E-3,.39758E-3,0
STARLINK-1578,2020-055BH,2026-01-26T16:22:45.542784,15.06391533,.00013262,53.0535,285.1938,105.3004,254.8131,0,U,46082,999,30297,.77123428E-3,.11222E-3,0
STARLINK-1579,2020-055BJ,2026-01-27T17:07:35.015808,15.06406479,.0002352,53.0527,280.5548,90.6614,269.4645,0,U,46083,999,30312,.24964E-3,.3439E-4,0
STARLINK-1585,2020-057A,2026-01-27T20:00:01.999008,15.63383681,.0006892,53.0459,90.1267,285.0963,275.0305,0,U,46117,999,575,.16679E-2,.159234E-2,0
STARLINK-1593,2020-057C,2026-01-27T20:00:01.999008,15.59097688,.000448,53.0481,111.5687,251.7791,320.4430,0,U,46119,999,574,.16577E-2,.133591E-2,0
STARLINK-1601,2020-057D,2026-01-27T20:00:01.999008,15.77626370,.0004742,53.0436,103.7607,276.4355,295.5095,0,U,46120,999,599,.12634E-2,.220297E-2,0
STARLINK-1605,2020-057G,2026-01-27T20:00:01.999008,15.92757188,.0007134,53.0341,44.8799,44.7331,156.7791,0,U,46123,999,601,.16816E-2,.591933E-2,.1512E-3
STARLINK-1614,2020-057H,2026-01-27T20:00:01.999008,15.97458077,.0007187,53.0319,43.5887,46.2992,26.2660,0,U,46124,999,601,.16744E-2,.759368E-2,.2663E-3
STARLINK-1621,2020-057L,2026-01-27T20:00:01.999008,15.60855641,.000284,53.0474,85.5406,151.3091,49.4732,0,U,46127,999,580,.16148E-2,.139247E-2,0
STARLINK-1622,2020-057M,2026-01-27T20:00:01.999008,15.51855962,.0006996,53.0274,62.7793,358.1005,319.3421,0,U,46128,999,593,.22387E-2,.138385E-2,0
STARLINK-1623,2020-057N,2026-01-27T10:41:20.485536,15.43222782,.00066765,53.0538,93.2742,6.9624,353.1473,0,U,46129,999,30053,.23361418E-2,.10648E-2,0
STARLINK-1624,2020-057P,2026-01-27T12:14:11.682816,15.55579348,.0005884,53.0491,73.4833,224.8815,135.1720,0,U,46130,999,30206,.12369124E-2,.86755E-3,0
STARLINK-1625,2020-057Q,2026-01-27T20:00:01.999008,15.63864557,.0001686,53.0516,91.3625,63.1487,163.2271,0,U,46131,999,595,.15356E-2,.149046E-2,0
STARLINK-1596,2020-057AA,2026-01-27T20:00:01.999008,15.40129314,.0003751,53.0442,64.6419,35.3684,167.2579,0,U,46141,999,580,.23664E-2,.97109E-3,0
STARLINK-1597,2020-057AB,2026-01-27T20:00:01.999008,15.43150071,.0005646,53.0530,133.3082,347.8146,168.8901,0,U,46142,999,561,.1248E-2,.56167E-3,0
STARLINK-1606,2020-057AD,2026-01-27T20:00:01.999008,15.52030945,.0004472,53.0488,94.9509,270.4617,83.1184,0,U,46144,999,593,.17089E-2,.105693E-2,0
STARLINK-1608,2020-057AF,2026-01-27T20:00:01.999008,15.25822834,.0001635,53.1376,138.9964,86.1201,20.8205,0,U,46146,999,581,.28248E-1,.791118E-2,0
STARLINK-1629,2020-057AK,2026-01-27T20:00:01.999008,15.88051962,.0007555,53.0195,68.5992,18.3246,310.7086,0,U,46150,999,601,.17267E-2,.508987E-2,0
STARLINK-1642,2020-057AP,2026-01-27T20:00:01.999008,15.83856483,.0007088,53.0365,78.7060,359.3758,343.4850,0,U,46154,999,600,.16035E-2,.379917E-2,0
STARLINK-1667,2020-057AQ,2026-01-27T20:00:01.999008,15.51541445,.0006997,53.0288,63.3821,352.5171,20.5296,0,U,46155,999,592,.34822E-2,.215175E-2,0
STARLINK-1545,2020-057AR,2026-01-27T20:00:01.999008,15.50801135,.000623,53.0480,96.4040,247.1274,108.9142,0,U,46156,999,592,.16418E-2,.97073E-3,0
STARLINK-1587,2020-057AS,2026-01-27T20:00:01.999008,15.68602141,.0002248,53.0420,61.8472,308.4357,246.8803,0,U,46157,999,597,.20052E-2,.238329E-2,0
STARLINK-1595,2020-057AU,2026-01-27T20:00:01.999008,15.41553951,.0005574,53.0515,131.5258,325.0794,104.2995,0,U,46159,999,580,.26041E-2,.112335E-2,0
STARLINK-1598,2020-057AV,2026-01-27T20:00:01.999008,15.33017737,.0001036,53.0528,118.5599,68.7830,52.9170,0,U,46160,999,582,.21259E-1,.738342E-2,0
STARLINK-1612,2020-057AZ,2026-01-27T08:04:57.525888,15.63384313,.00026504,53.0421,57.0772,63.2165,296.9119,0,U,46164,999,30229,.10509944E-2,.99321E-3,0
STARLINK-1626,2020-057BC,2026-01-27T20:00:01.999008,15.45210344,.0006042,53.0514,130.2673,336.2451,189.7616,0,U,46167,999,591,.23326E-2,.113846E-2,0
STARLINK-1627,2020-057BD,2026-01-27T20:00:01.999008,15.54357413,.0005732,53.0482,65.1582,297.9657,166.0633,0,U,46168,999,583,.24177E-2,.164156E-2,0
STARLINK-1633,2020-057BG,2026-01-27T20:00:01.999008,15.48871783,.0005467,53.0469,96.3536,214.0746,339.2825,0,U,46171,999,592,.15538E-2,.85638E-3,0
STARLINK-1635,2020-057BH,2026-01-27T20:00:01.999008,15.52071461,.0004811,53.0479,95.5023,256.4918,295.4036,0,U,46172,999,578,.17734E-2,.109927E-2,0
STARLINK-1640,2020-057BJ,2026-01-27T20:00:01.999008,15.41669546,.0004833,53.0519,134.7481,352.8317,209.1586,0,U,46173,999,563,.12569E-2,.53797E-3,0
STARLINK-1641,2020-057BK,2026-01-27T11:42:05.385312,15.43164198,.00008196,53.0509,121.6758,152.7138,207.3910,0,U,46174,999,30013,.94604927E-3,.42402E-3,0
STARLINK-1654,2020-062B,2026-01-27T19:37:23.970720,15.57280481,.0012413,53.0467,173.8824,165.5625,194.5743,0,U,46326,999,29852,.14789E-2,.111239E-2,0
STARLINK-1686,2020-062D,2026-01-27T15:32:30.075648,15.54383012,.0010625,53.0455,155.4199,178.5499,181.5544,0,U,46328,999,29876,.10963E-2,.73519E-3,0
STARLINK-1695,2020-062E,2026-01-27T18:37:11.091648,15.44930572,.0000888,53.0527,172.8194,107.7184,252.3919,0,U,46329,999,29852,.94882E-3,.45184E-3,0
STARLINK-1710,2020-062F,2026-01-27T20:00:01.999008,15.76776100,.0005372,53.0343,125.7629,300.5255,56.3479,0,U,46330,999,589,.18868E-2,.320947E-2,0
STARLINK-1719,2020-062G,2026-01-27T00:00:02.000160,15.49104725,.00122143,53.0461,179.9485,153.7351,261.7152,0,U,46331,999,591,.41768161E-2,.237912E-2,0
STARLINK-1723,2020-062J,2026-01-27T20:00:01.999008,15.75617633,.0009106,53.0449,170.5630,134.5170,253.4270,0,U,46333,999,596,.20161E-2,.326594E-2,0
STARLINK-1727,2020-062L,2026-01-26T19:18:04.473216,15.55460775,.00144359,53.0462,181.0336,167.0606,193.0777,0,U,46335,999,29833,.11922262E-2,.83509E-3,0
STARLINK-1738,2020-062M,2026-01-27T20:00:01.999008,15.72732464,.000942,53.0369,127.5498,302.9691,154.7600,0,U,46336,999,577,.17928E-2,.254179E-2,0
STARLINK-1750,2020-062N,2026-01-27T20:00:01.999008,15.76386976,.0003242,53.0377,139.0612,339.7670,273.6008,0,U,46337,999,552,.21515E-2,.361427E-2,0
STARLINK-1752,2020-062P,2026-01-27T20:00:01.999008,15.68525500,.0010725,53.0439,171.9200,160.6157,172.7255,0,U,46338,999,596,.23818E-2,.284567E-2,0
STARLINK-1759,2020-062R,2026-01-27T20:00:01.999008,15.48264585,.0005444,53.0264,168.1610,192.2862,32.9584,0,U,46340,999,582,.35916E-2,.197157E-2,0
STARLINK-1762,2020-062T,2026-01-26T02:50:32.773632,15.06569772,.00037214,53.0469,207.7267,108.2041,251.9353,0,U,46342,999,29789,.31871626E-2,.47738E-3,0
STARLINK-1764,2020-062U,2026-01-27T20:00:01.999008,15.54713181,.0009167,53.0451,156.2581,177.6387,42.1638,0,U,46343,999,573,.31094E-2,.215616E-2,0
STARLINK-1765,2020-062V,2026-01-27T20:00:01.999008,15.67236726,.0002528,53.0432,145.8250,158.8520,183.0612,0,U,46344,999,581,.22617E-2,.25484E-2,0
STARLINK-1767,2020-062W,2026-01-27T20:00:01.999008,15.99279202,.0008069,53.0278,137.7232,318.3249,83.9527,0,U,46345,999,576,.17461E-2,.876979E-2,.37093E-3
STARLINK-1547,2020-062Y,2026-01-27T20:00:01.999008,15.52634208,.0002802,53.0404,117.3912,324.7942,265.5376,0,U,46347,999,583,.21433E-2,.136098E-2,0
STARLINK-1553,2020-062Z,2026-01-27T16:37:41.076192,15.34617031,.0003446,53.0398,139.4482,46.8651,313.2638,0,U,46348,999,29899,.84928E-3,.28631E-3,0
STARLINK-1575,2020-062AA,2026-01-27T20:00:01.999008,15.63806182,.000661,53.0335,105.8653,3.7609,347.5708,0,U,46349,999,587,.16177E-2,.156963E-2,0
STARLINK-1646,2020-062AC,2026-01-27T20:00:01.999008,15.41410048,.0002492,53.0497,171.3153,340.7255,194.5738,0,U,46351,999,570,.25366E-2,.108803E-2,0
STARLINK-1653,2020-062AD,2026-01-27T18:01:05.905056,15.43749634,.0011364,53.0459,160.0747,174.4132,185.7002,0,U,46352,999,29871,.12214E-2,.56187E-3,0
STARLINK-1656,2020-062AE,2026-01-27T20:00:01.999008,15.41962609,.0001717,53.0527,194.9621,301.9660,277.6888,0,U,46353,999,568,.41675E-2,.184155E-2,0
STARLINK-1657,2020-062AF,2026-01-27T20:00:01.999008,15.60935527,.0011787,53.0472,172.3235,160.3373,114.7372,0,U,46354,999,595,.13512E-1,.1271945E-1,0
STARLINK-1661,2020-062AG,2026-01-27T20:00:01.999008,15.10534037,.0001295,53.0715,199.9997,64.5492,297.9927,0,U,46355,999,561,.80522E-1,.1472445E-1,0
STARLINK-1665,2020-062AH,2026-01-27T20:00:01.999008,15.52106201,.0010483,53.0467,175.2875,162.0089,142.0722,0,U,46356,999,578,.31925E-2,.20113E-2,0
STARLINK-1666,2020-062AJ,2026-01-27T20:00:01.999008,15.41306261,.0002494,53.0493,171.1769,335.4945,168.8513,0,U,46357,999,590,.25446E-2,.108768E-2,0
STARLINK-1707,2020-062AL,2026-01-27T20:00:01.999008,15.52032411,.0003282,53.0286,113.1354,308.3693,284.0781,0,U,46359,999,583,.15822E-2,.97712E-3,0
STARLINK-1726,2020-062AP,2026-01-27T20:00:01.999008,15.67912054,.000601,53.0441,105.3803,345.3197,93.7638,0,U,46362,999,571,.1699E-2,.195317E-2,0
STARLINK-1651,2020-062AT,2026-01-27T20:00:01.999008,15.76633245,.0003947,53.0377,114.3666,351.4019,273.5277,0,U,46366,999,598,.17895E-2,.301674E-2,0
STARLINK-1724,2020-062BC,2026-01-27T15:25:57.333216,15.44422074,.0004533,53.0328,123.8716,219.2648,140.8029,0,U,46375,999,29920,.87762E-3,.4103E-3,0
STARLINK-1742,2020-062BD,2026-01-27T20:00:01.999008,15.63668419,.0009592,53.0312,98.8302,339.1048,262.5162,0,U,46376,999,550,.14543E-2,.140157E-2,0
STARLINK-1769,2020-062BK,2026-01-27T20:00:01.999008,15.89972692,.000777,53.0336,101.5391,3.8432,128.0635,0,U,46382,999,600,.15802E-2,.481665E-2,.98741E-4
STARLINK-1770,2020-062BL,2026-01-27T20:00:01.999008,15.55908569,.0004392,53.0444,154.7594,174.7964,30.5128,0,U,46383,999,584,.12254E-2,.86975E-3,0
STARLINK-1771,2020-062BM,2026-01-27T20:00:01.999008,15.40065734,.0009522,53.0437,180.1306,146.5446,48.9424,0,U,46384,999,590,.34961E-2,.144413E-2,0
STARLINK-1648,2020-070B,2026-01-27T20:00:01.999008,15.67616951,.0012919,53.0530,330.4718,87.5426,228.2897,0,U,46533,999,555,.22558E-2,.259197E-2,0
STARLINK-1663,2020-070D,2026-01-27T20:00:01.999008,15.54953251,.0009894,53.0489,334.3361,52.1877,292.9540,0,U,46535,999,552,.80932E-3,.5515E-3,0
STARLINK-1672,2020-070F,2026-01-27T03:10:51.668544,15.48003167,.00025623,53.0528,338.2194,12.2095,347.8974,0,U,46537,999,29359,.11176647E-2,.59402E-3,0
STARLINK-1678,2020-070G,2026-01-27T20:00:01.999008,15.57320390,.0006727,53.0471,310.8180,93.9289,324.3154,0,U,46538,999,565,.46597E-3,.34341E-3,0
STARLINK-1687,2020-070K,2026-01-27T20:00:01.999008,15.76417771,.0002184,53.0443,299.2585,140.8399,321.2585,0,U,46541,999,598,.1626E-2,.270405E-2,0
STARLINK-1664,2020-070X,2026-01-27T20:00:01.999008,15.32374928,.000564,53.0529,324.6575,92.6457,159.0970,0,U,46553,999,587,.23536E-2,.7501E-3,0
STARLINK-1676,2020-070AA,2026-01-27T20:00:01.999008,15.42559733,.0005409,53.0510,340.2709,43.6718,127.2582,0,U,46556,999,570,.33323E-2,.149507E-2,0
STARLINK-1679,2020-070AB,2026-01-27T20:00:01.999008,15.48108451,.0011305,53.0538,321.1565,85.2853,153.8885,0,U,46557,999,592,.23313E-2,.126188E-2,0
STARLINK-1680,2020-070AC,2026-01-27T20:00:01.999008,15.60902028,.0004379,53.0484,311.2581,86.5737,26.4651,0,U,46558,999,596,.2036E-2,.176872E-2,0
STARLINK-1681,2020-070AD,2026-01-27T20:00:01.999008,15.61367797,.0007499,53.0548,276.3202,139.0981,335.1214,0,U,46559,999,579,.17218E-2,.151855E-2,0
STARLINK-1714,2020-070AG,2026-01-27T20:00:01.999008,15.43292576,.0010253,53.0500,311.2352,86.2660,330.8740,0,U,46562,999,560,.21173E-2,.96671E-3,0
STARLINK-1730,2020-070AH,2026-01-27T18:38:53.122272,15.36755632,.0003647,53.0370,315.9749,107.6269,252.5131,0,U,46563,999,29396,.23081E-2,.84672E-3,0
STARLINK-1733,2020-070AJ,2026-01-27T20:00:01.999008,15.60060375,.0010553,53.0492,308.6710,68.4061,307.0368,0,U,46564,999,595,.1804E-2,.151497E-2,0
STARLINK-1735,2020-070AK,2026-01-27T20:00:01.999008,15.52753150,.0012903,53.0491,317.0357,70.5990,130.1611,0,U,46565,999,583,.23408E-2,.150029E-2,0
STARLINK-1740,2020-070AL,2026-01-27T22:12:11.778048,16.25072173,.0006505,53.0324,279.1710,194.1409,279.6391,0,U,46566,999,29448,.12884E-2,.3885299E-1,.11925E-4
STARLINK-1741,2020-070AM,2026-01-27T20:00:01.999008,15.53661927,.0011016,53.0486,316.3060,68.9893,63.8264,0,U,46567,999,584,.24709E-2,.16384E-2,0
STARLINK-1531,2020-070AS,2026-01-27T20:00:01.999008,15.50760187,.0013304,53.0605,337.6346,82.3157,223.3286,0,U,46572,999,577,.27986E-2,.167467E-2,0
STARLINK-1677,2020-070AW,2026-01-27T20:00:01.999008,15.49763618,.0009233,53.0463,322.2342,63.3226,272.0933,0,U,46576,999,576,.23637E-2,.135672E-2,0
STARLINK-1683,2020-070AY,2026-01-27T20:00:01.999008,15.63548287,.0007515,53.0169,274.3930,122.1540,127.9812,0,U,46578,999,575,.16739E-2,.160916E-2,0
STARLINK-1712,2020-070BB,2026-01-27T20:00:01.999008,15.71030183,.0014561,53.0424,286.7626,110.8460,95.8555,0,U,46581,999,597,.17904E-2,.236477E-2,0
STARLINK-1728,2020-070BC,2026-01-27T20:00:01.999008,15.43625383,.0009761,53.0477,320.9615,65.4751,132.1951,0,U,46582,999,592,.22837E-2,.105587E-2,0
STARLINK-1736,2020-070BF,2026-01-27T20:00:01.999008,15.56123101,.0010467,53.0482,315.4490,64.6692,267.8509,0,U,46585,999,594,.58484E-3,.41423E-3,0
STARLINK-1746,2020-070BJ,2026-01-27T20:00:01.999008,15.54319824,.0010538,53.0486,315.5150,67.2932,46.8377,0,U,46588,999,594,.23245E-2,.157699E-2,0
STARLINK-1716,2020-073C,2026-01-27T20:00:01.999008,15.51923512,.0005279,53.0500,39.6863,246.7590,149.4201,0,U,46672,999,578,.34343E-2,.215056E-2,0
STARLINK-1718,2020-073E,2026-01-27T20:00:01.999008,15.31346506,.0000986,53.0536,63.7805,76.4828,132.9583,0,U,46674,999,571,.504E-1,.1714272E-1,0
STARLINK-1775,2020-073M,2026-01-27T20:00:01.999008,15.60742080,.0005478,53.0496,52.3972,317.4601,149.9066,0,U,46681,999,595,.22608E-2,.19575E-2,0
STARLINK-1781,2020-073R,2026-01-27T20:00:01.999008,15.29618514,.0001225,53.0538,78.9586,60.9634,196.7368,0,U,46685,999,581,.52733E-1,.1699179E-1,0
STARLINK-1784,2020-073T,2026-01-27T20:00:01.999008,15.50301334,.000263,53.0500,24.6543,77.7026,139.4627,0,U,46687,999,582,.33373E-2,.196702E-2,0
STARLINK-1788,2020-073V,2026-01-27T20:00:01.999008,15.52690471,.000442,53.0485,56.7382,337.2753,122.3028,0,U,46689,999,594,.25105E-2,.160338E-2,0
STARLINK-1789,2020-073W,2026-01-27T20:00:01.999008,15.80816459,.0006936,53.0429,11.6367,71.9554,67.3309,0,U,46690,999,599,.25333E-2,.530245E-2,0
STARLINK-1790,2020-073X,2026-01-27T20:00:01.999008,15.58230946,.0007417,53.0485,39.5142,353.5418,151.7187,0,U,46691,999,585,.2751E-2,.217276E-2,0
STARLINK-1795,2020-073AC,2026-01-27T06:40:16.953600,15.54676851,.0006417,53.0488,22.9650,342.3183,17.7603,0,U,46696,999,29151,.11166E-2,.75605E-3,0
